ChargeCode,InstallationNo,LineNo,ChargeCardNo,Date,Time,Destination,CalledNo,Duration,TxtDirectRebate,Cost
Intnl         ,2890735600,90735600/0001  ,,27/11/2006,15:01,,4.92118E+13,00:15:55,0,4.805
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:07,Belfast,028 9079 7144     ,00:00:40,0,0.06
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,15:11,Mobile Phone,07917 544421      ,00:00:39,0,0.12
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:11,Belfast,028 9089 3996     ,00:00:02,0,0.035
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,15:13,Mobile Phone,07971 950913      ,00:01:51,0,0.25
Intnl         ,2890735600,90735600/0001  ,,27/11/2006,15:17,,4.92118E+13,00:27:15,0,8.205
0870 numbers      ,2890735600,90735600/0001  ,,27/11/2006,15:23,0870 Numbers,08707 067185      ,00:00:03,0,0.05
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:24,Belfast,028 9037 0030     ,00:00:22,0,0.045
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,15:26,Mobile Phone,07880 504469      ,00:00:53,0,0.15
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:27,Newtownards,028 9181 2168     ,00:06:47,0,0.305
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:29,Belfast,028 9073 2273     ,00:02:43,0,0.14
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,15:31,Omagh,028 8224 2310     ,00:02:24,0,0.225
Intnl         ,2890735600,90735600/0001  ,,27/11/2006,15:33,Hungary,3614777200,00:02:52,0,1.18
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:33,Belfast,028 9056 5768     ,00:01:36,0,0.095
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:38,Belfast,028 9037 0088     ,00:01:00,0,0.07
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,15:39,Donaghmore,028 8776 1252     ,00:02:41,0,0.245
Intnl         ,2890735600,90735600/0001  ,,27/11/2006,15:40,Hungary,3618896000,00:00:49,0,0.36
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,15:40,Mobile Phone,07879 621634      ,00:00:27,0,0.095
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:40,Belfast,028 9043 6663     ,00:00:36,0,0.055
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,15:43,Mobile Phone,07825 178152      ,00:00:51,0,0.15
Intnl         ,2890735600,90735600/0001  ,,27/11/2006,15:43,Vietnam,8455842950,00:00:06,0,0.18
Intnl         ,2890735600,90735600/0001  ,,27/11/2006,15:43,Hungary,3614777200,00:00:48,0,0.35
Intnl         ,2890735600,90735600/0001  ,,27/11/2006,15:44,Hungary,3614777200,00:00:38,0,0.285
0845 numbers       ,2890735600,90735600/0001  ,,27/11/2006,15:44,0845 Numbers,08455 842950      ,00:00:03,0,0.05
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:44,Bangor NI,028 9127 6551     ,00:02:03,0,0.115
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:46,Belfast,028 9068 6333     ,00:01:02,0,0.075
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:47,Moira,028 9261 6949     ,00:00:54,0,0.07
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:47,Belfast,028 9046 3300     ,00:02:18,0,0.125
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:48,Antrim,028 9448 3800     ,00:06:01,0,0.275
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,15:49,Mobile Phone,07920 187555      ,00:00:26,0,0.09
0845 numbers       ,2890735600,90735600/0001  ,,27/11/2006,15:50,0845 Numbers,08455 842950      ,00:01:35,0,0.054
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:50,Belfast,028 9035 6655     ,00:01:38,0,0.1
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,15:53,Newry,028 3025 6645     ,00:03:45,0,0.33
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,15:53,Newry,028 3022 4668     ,00:00:06,0,0.04
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:54,Belfast,028 9087 6020     ,00:02:04,0,0.115
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:54,Belfast,028 9027 9090     ,00:00:37,0,0.055
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:54,Bangor NI,028 9127 8233     ,00:01:43,0,0.1
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,15:56,Crossgar,028 4483 0846     ,00:01:00,0,0.11
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:56,Belfast,028 9066 2366     ,00:03:09,0,0.16
Local         ,2890735600,90735600/0001  ,,27/11/2006,15:56,Belfast,028 9078 1878     ,00:00:59,0,0.07
0845 numbers       ,2890735600,90735600/0001  ,,27/11/2006,16:00,0845 Numbers,08455 842950      ,00:01:06,0,0.05
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:00,Belfast,028 9066 3122     ,00:01:39,0,0.1
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:01,Comber,028 9187 8982     ,00:00:20,0,0.045
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:04,Belfast,028 9068 3699     ,00:00:25,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,16:04,Armagh,028 3752 2878     ,00:00:31,0,0.075
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,16:04,Newry,028 3026 6811     ,00:00:16,0,0.055
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:06,Belfast,028 9024 9659     ,00:00:23,0,0.05
0845 numbers       ,2890735600,90735600/0001  ,,27/11/2006,16:06,0845 Numbers,08455 842950      ,00:01:05,0,0.05
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:07,Belfast,028 9065 3777     ,00:00:13,0,0.04
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:07,Belfast,028 9077 1660     ,00:01:03,0,0.075
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,16:07,Ballymena,028 2565 6000     ,00:02:58,0,0.27
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:08,Belfast,028 9032 3171     ,00:00:56,0,0.07
0870 numbers      ,2890735600,90735600/0001  ,,27/11/2006,16:10,0870 Numbers,08709 074798      ,00:00:20,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,16:11,Donaghmore,028 8776 1252     ,00:01:20,0,0.14
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:12,Belfast,028 9066 4020     ,00:00:56,0,0.07
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:12,Newtownards,028 9181 2168     ,00:05:22,0,0.245
Intnl         ,2890735600,90735600/0001  ,,27/11/2006,16:13,Ireland Rep,35318479111,00:00:08,0,0.045
Intnl         ,2890735600,90735600/0001  ,,27/11/2006,16:14,Hungary,3614777200,00:01:20,0,0.565
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:16,Belfast,028 9042 8600     ,00:00:59,0,0.07
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:19,Newtownards,028 9181 3173     ,00:00:14,0,0.04
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,16:20,Pomeroy,028 8775 9362     ,00:00:22,0,0.06
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:21,Belfast,028 9022 4000     ,00:01:36,0,0.095
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,16:21,Mobile Phone,07968 185481      ,00:01:45,0,0.24
Intnl         ,2890735600,90735600/0001  ,,27/11/2006,16:22,USA,14137554500,00:00:12,0,0.08
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:24,Belfast,028 9087 5974     ,00:00:04,0,0.035
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:26,Belfast,028 9073 2273     ,00:00:54,0,0.07
0870 numbers      ,2890735600,90735600/0001  ,,27/11/2006,16:27,0870 Numbers,08702 400408      ,00:01:28,0,0.099
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,16:28,Ballymena,028 2565 2437     ,00:00:59,0,0.11
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:31,Newtownards,028 9182 1010     ,00:01:35,0,0.095
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,16:31,Crossgar,028 4483 8617     ,00:01:53,0,0.185
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,16:31,Omagh,028 8224 2310     ,00:03:04,0,0.28
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:37,Belfast,028 9078 1681     ,00:01:24,0,0.09
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:39,Belfast,028 9054 2295     ,00:01:49,0,0.105
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:39,Belfast,028 9030 0325     ,00:19:12,0,0.8
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:40,Belfast,028 9073 2273     ,00:00:46,0,0.065
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:42,Belfast,028 9087 0222     ,00:00:18,0,0.045
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:42,Belfast,028 9054 2295     ,00:03:29,0,0.17
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:44,Moira,028 9261 6949     ,00:00:20,0,0.045
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,16:45,Mobile Phone,07768 460499      ,00:01:01,0,0.17
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:46,Belfast,028 9024 9659     ,00:00:20,0,0.045
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:47,Belfast,028 9097 1097     ,00:00:17,0,0.045
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:49,Belfast,028 9024 0785     ,00:00:45,0,0.06
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,16:51,Gilford,028 3883 1253     ,00:01:12,0,0.13
Local         ,2890735600,90735600/0001  ,,27/11/2006,16:52,Newtownards,028 9181 2168     ,00:02:18,0,0.125
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,16:52,Mobile Phone,07793 505513      ,00:02:29,0,0.305
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,16:56,Mobile Phone,07780 585778      ,00:01:02,0,0.17
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,16:59,Crossgar,028 4483 8617     ,00:03:50,0,0.34
Local         ,2890735600,90735600/0001  ,,27/11/2006,17:01,Belfast,028 9046 7783     ,00:00:31,0,0.055
0870 numbers      ,2890735600,90735600/0001  ,,27/11/2006,17:07,0870 Numbers,08700 500080      ,00:03:47,0,0.255
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,17:07,Mobile Phone,07808 284984      ,00:01:43,0,0.22
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,17:09,Mobile Phone,07787 572241      ,00:00:06,0,0.045
Local         ,2890735600,90735600/0001  ,,27/11/2006,17:09,Belfast,028 9065 3777     ,00:00:12,0,0.04
Local         ,2890735600,90735600/0001  ,,27/11/2006,17:09,Belfast,028 9053 4016     ,00:00:11,0,0.04
Local         ,2890735600,90735600/0001  ,,27/11/2006,17:12,Belfast,028 9030 0325     ,00:03:59,0,0.19
Local         ,2890735600,90735600/0001  ,,27/11/2006,17:14,Hillsborough,028 9268 0043     ,00:02:12,0,0.12
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,17:16,Mobile Phone,07920 832282      ,00:02:29,0,0.37
Local         ,2890735600,90735600/0001  ,,27/11/2006,17:16,Belfast,028 9073 5603     ,00:11:10,0,0.48
Local         ,2890735600,90735600/0001  ,,27/11/2006,17:27,Belfast,028 9030 0325     ,00:09:36,0,0.415
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,17:32,Mobile Phone,07751 052510      ,00:01:40,0,0.215
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,17:37,Mobile Phone,07933 429986      ,00:00:11,0,0.055
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,17:38,Mobile Phone,07921 387755      ,00:00:05,0,0.04
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,17:41,Mobile Phone,07933 429986      ,00:00:51,0,0.125
Local         ,2890735600,90735600/0001  ,,27/11/2006,20:08,Killinchy,028 9754 2947     ,00:04:19,0,0.075
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,22:55,Mobile Phone,07793 718484      ,00:00:05,0,0.04
Mobile        ,2890735600,90735600/0001  ,,27/11/2006,22:56,Mobile Phone,07746 883459      ,00:25:07,0,2.645
Ntnl          ,2890735600,90735600/0001  ,,27/11/2006,23:22,Ballymena,028 2565 6692     ,00:05:23,0,0.25
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,08:23,Worthing,01903 825825      ,00:00:06,0,0.04
Local         ,2890735600,90735600/0001  ,,28/11/2006,08:27,Belfast,028 9027 9090     ,00:00:37,0,0.055
Local         ,2890735600,90735600/0001  ,,28/11/2006,08:27,Belfast,028 9046 9544     ,00:00:08,0,0.04
Local         ,2890735600,90735600/0001  ,,28/11/2006,08:37,Belfast,028 9046 9544     ,00:04:24,0,0.21
Local         ,2890735600,90735600/0001  ,,28/11/2006,08:42,Belfast,028 9027 9073     ,00:00:50,0,0.065
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,08:56,Mobile Phone,07917 544421      ,00:01:03,0,0.175
Local         ,2890735600,90735600/0001  ,,28/11/2006,08:59,Belfast,028 9027 9090     ,00:00:26,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,09:01,Crossgar,028 4483 8617     ,00:00:37,0,0.08
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:04,Belfast,028 9066 2366     ,00:00:44,0,0.06
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:14,Belfast,028 9073 2273     ,00:00:16,0,0.045
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,09:16,Mobile Phone,07968 185481      ,00:00:29,0,0.09
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,09:19,Mobile Phone,07768 896646      ,00:16:26,0,2.26
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,09:20,0870 Numbers,08709 023079      ,00:01:08,0,0.077
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,09:20,Crossgar,028 4483 8617     ,00:01:33,0,0.155
0845 numbers       ,2890735600,90735600/0001  ,,28/11/2006,09:21,0845 Numbers,08455 842950      ,00:00:35,0,0.05
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,09:21,Mobile Phone,07841 560744      ,00:00:29,0,0.085
0845 numbers       ,2890735600,90735600/0001  ,,28/11/2006,09:22,0845 Numbers,08458 800000      ,00:02:16,0,0.077
0845 numbers       ,2890735600,90735600/0001  ,,28/11/2006,09:25,0845 Numbers,08458 800000      ,00:00:08,0,0.05
0845 numbers       ,2890735600,90735600/0001  ,,28/11/2006,09:27,0845 Numbers,08458 800000      ,00:00:32,0,0.05
0845 numbers       ,2890735600,90735600/0001  ,,28/11/2006,09:30,0845 Numbers,08458 800000      ,00:01:42,0,0.058
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:33,Belfast,028 9073 5656     ,00:00:04,0,0.035
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:33,Belfast,028 9073 5555     ,00:00:53,0,0.07
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,09:36,Mobile Phone,07917 364182      ,00:01:11,0,0.195
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:36,Newtownards,028 9181 3808     ,00:01:05,0,0.075
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:39,Belfast,028 9053 4170     ,00:00:29,0,0.05
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,09:41,Mobile Phone,07970 430029      ,00:01:37,0,0.225
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,09:41,Mobile Phone,07909 958323      ,00:00:43,0,0.13
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:42,Belfast,028 9066 8515     ,00:04:02,0,0.195
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,09:48,Omagh,028 8224 2310     ,00:01:20,0,0.14
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:48,Newtownards,028 9181 3173     ,00:08:08,0,0.36
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:49,Belfast,028 9061 9999     ,00:02:42,0,0.14
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,09:50,Mobile Phone,07785 250521      ,00:00:30,0,0.1
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:50,Hillsborough,028 9268 9604     ,00:01:42,0,0.1
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,09:51,Donaghmore,028 8776 1252     ,00:00:36,0,0.08
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:51,Belfast,028 9053 4136     ,00:00:16,0,0.045
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,09:52,Strabane,028 7188 0102     ,00:00:30,0,0.07
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:52,Comber,028 9187 8982     ,00:03:13,0,0.16
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:52,Newtownards,028 9182 1010     ,00:00:57,0,0.07
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:52,Belfast,028 9026 8828     ,00:04:22,0,0.205
Local         ,2890735600,90735600/0001  ,,28/11/2006,09:53,Newtownards,028 9181 3173     ,00:00:11,0,0.04
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,09:57,London,020 7529 3954     ,00:00:22,0,0.06
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:00,Epsom,01372 741999      ,00:03:00,0,0.27
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:02,Belfast,028 9031 9220     ,00:01:45,0,0.1
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:04,Ballywater,028 4275 7000     ,00:00:28,0,0.07
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:09,Belfast,028 9028 4800     ,00:02:11,0,0.12
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:12,Belfast,028 9031 9220     ,00:00:44,0,0.06
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:12,Ballymena,028 2565 6000     ,00:02:39,0,0.245
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:13,Belfast,028 9053 4526     ,00:00:05,0,0.035
0845 numbers       ,2890735600,90735600/0001  ,,28/11/2006,10:14,0845 Numbers,08450 450095      ,00:00:31,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:15,Enniskillen,028 6632 3004     ,00:00:27,0,0.07
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,10:15,0870 Numbers,08702 400408      ,00:01:43,0,0.116
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:16,Kilrea,028 2954 0191     ,00:00:48,0,0.095
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:17,Kilrea,028 2954 0191     ,00:02:15,0,0.21
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:17,Moira,028 9261 6949     ,00:00:36,0,0.055
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:20,Armagh,028 3752 2878     ,00:00:16,0,0.055
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:20,Newry,028 3026 6811     ,00:01:38,0,0.165
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:21,Rostrevor,028 4173 8293     ,00:01:36,0,0.16
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:21,Pomeroy,028 8775 8848     ,00:00:27,0,0.07
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,10:23,0870 Numbers,08707 067483      ,00:00:15,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,10:23,0870 Numbers,08700 500080      ,00:01:46,0,0.119
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:24,Belfast,028 9024 9659     ,00:02:26,0,0.13
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:24,Belfast,028 9024 2398     ,00:01:25,0,0.09
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:26,Ballynahinch,028 9756 3434     ,00:02:08,0,0.12
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:26,Belfast,028 9030 0325     ,00:01:18,0,0.085
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:27,Belfast,028 9042 8600     ,00:02:28,0,0.13
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,10:27,0870 Numbers,08707 067185      ,00:00:05,0,0.05
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:30,Saintfield,028 9751 0570     ,00:00:26,0,0.05
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:31,Belfast,028 9066 2366     ,00:00:43,0,0.06
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:34,Belfast,028 9030 0325     ,00:05:21,0,0.245
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:37,Dundonald,028 9041 9393     ,00:01:00,0,0.07
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,10:40,0870 Numbers,08707 067483      ,00:00:03,0,0.05
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:42,Belfast,028 9053 4154     ,00:00:50,0,0.065
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:42,Kilrea,028 2954 0191     ,00:06:35,0,0.56
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:44,Belfast,028 9053 4154     ,00:00:10,0,0.04
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:45,Ballymena,028 2565 2437     ,00:00:59,0,0.11
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,10:45,Donaghmore,028 8776 1252     ,00:00:17,0,0.055
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:47,Belfast,028 9027 9090     ,00:02:46,0,0.145
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,10:48,Mobile Phone,07802 433500      ,00:00:03,0,0.04
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:49,Newtownards,028 9181 3173     ,00:01:41,0,0.1
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:52,Newtownards,028 9181 1538     ,00:01:02,0,0.075
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:53,Belfast,028 9080 8092     ,00:00:10,0,0.04
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:53,Belfast,028 9020 8100     ,00:00:27,0,0.05
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:56,Belfast,028 9087 0222     ,00:00:40,0,0.06
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:57,Belfast,028 9024 0785     ,00:00:24,0,0.05
Local         ,2890735600,90735600/0001  ,,28/11/2006,10:59,Belfast,028 9046 7783     ,00:02:28,0,0.13
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,11:01,Toomebridge,028 7965 0471     ,00:00:48,0,0.095
Local         ,2890735600,90735600/0001  ,,28/11/2006,11:02,Belfast,028 9053 4157     ,00:00:09,0,0.04
Local         ,2890735600,90735600/0001  ,,28/11/2006,11:03,Belfast,028 9053 3350     ,00:00:57,0,0.07
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,11:05,Mobile Phone,07841 560744      ,00:02:40,0,0.325
Local         ,2890735600,90735600/0001  ,,28/11/2006,11:05,Belfast,028 9066 3122     ,00:02:44,0,0.14
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,11:07,Mobile Phone,07919 278136      ,00:00:14,0,0.065
Local         ,2890735600,90735600/0001  ,,28/11/2006,11:07,Belfast,028 9053 4422     ,00:00:26,0,0.05
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,11:09,Mobile Phone,07825 178152      ,00:02:34,0,0.38
Local         ,2890735600,90735600/0001  ,,28/11/2006,11:12,Belfast,028 9024 2111     ,00:00:11,0,0.04
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,11:14,Mobile Phone,07730 674808      ,00:03:41,0,0.44
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,11:30,0870 Numbers,08708 377747      ,00:03:34,0,0.241
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,11:31,0870 Numbers,08708 507007      ,00:01:25,0,0.096
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,11:33,0870 Numbers,08707 7067458     ,00:00:09,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,11:34,0870 Numbers,08707 067458      ,00:00:57,0,0.064
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,11:34,0870 Numbers,08707 067185      ,00:00:30,0,0.05
Local         ,2890735600,90735600/0001  ,,28/11/2006,11:34,Belfast,028 9020 8100     ,00:01:15,0,0.08
0845 numbers       ,2890735600,90735600/0001  ,,28/11/2006,11:35,0845 Numbers,08450 772455      ,00:00:41,0,0.05
Local         ,2890735600,90735600/0001  ,,28/11/2006,11:36,Belfast,028 9057 9000     ,00:03:42,0,0.18
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,11:43,Mobile Phone,07779 580534      ,00:06:33,0,0.805
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,11:46,Mobile Phone,07909 958323      ,00:01:02,0,0.17
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,11:46,Mobile Phone,07880 504469      ,00:00:13,0,0.06
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,11:47,0870 Numbers,08709 001001      ,00:02:54,0,0.196
Local         ,2890735600,90735600/0001  ,,28/11/2006,11:51,Belfast,028 9067 2340     ,00:00:54,0,0.07
Local         ,2890735600,90735600/0001  ,,28/11/2006,11:51,Belfast,028 9024 2111     ,00:01:05,0,0.075
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,11:53,Mobile Phone,07920 832359      ,00:00:18,0,0.075
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,11:53,Mobile Phone,07764 159530      ,00:00:30,0,0.085
Local         ,2890735600,90735600/0001  ,,28/11/2006,11:54,Belfast,028 9053 4157     ,00:00:19,0,0.045
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,11:55,Mobile Phone,07920 186336      ,00:00:05,0,0.045
Local         ,2890735600,90735600/0001  ,,28/11/2006,12:01,Belfast,028 9092 3402     ,00:07:22,0,0.325
Local         ,2890735600,90735600/0001  ,,28/11/2006,12:14,Belfast,028 9028 4800     ,00:01:03,0,0.075
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,12:16,Epsom,01372 741999      ,00:01:36,0,0.16
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,12:16,Mobile Phone,07955 219114      ,00:00:06,0,0.045
Local         ,2890735600,90735600/0001  ,,28/11/2006,12:18,Newtownards,028 9182 1010     ,00:01:46,0,0.105
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,12:18,Birmingham,0121 622 5050     ,00:03:53,0,0.345
Ntnl          ,2890735600,90735600/0001  ,,28/11/2006,12:18,Epsom,01372 741999      ,00:00:12,0,0.05
Local         ,2890735600,90735600/0001  ,,28/11/2006,12:19,Belfast,028 9094 2502     ,00:00:34,0,0.055
Intnl         ,2890735600,90735600/0001  ,,28/11/2006,12:20,Ireland Rep,35314699007,00:02:58,0,0.27
Mobile        ,2890735600,90735600/0001  ,,28/11/2006,12:24,Mobile Phone,07920 187557      ,00:02:24,0,0.355
Local         ,2890735600,90735600/0001  ,,28/11/2006,12:26,Belfast,028 9074 3709     ,00:01:36,0,0.095
Intnl         ,2890735600,90735600/0001  ,,28/11/2006,12:28,Ireland Rep,35314699007,00:02:00,0,0.19
0870 numbers      ,2890735600,90735600/0001  ,,28/11/2006,12:28,0870 Numbers,08707 067458      ,00:00:51,0,0.058
Local         ,2890735600,90735600/0001  ,,28/11/2006,12:30,Lisburn,028 9266 5362     ,00:10:19,0,0.445
