ChargeCode,InstallationNo,LineNo,ChargeCardNo,Date,Time,Destination,CalledNo,Duration,TxtDirectRebate,Cost
Local         ,2890735600,90735600/0001  ,,16/08/2006,14:16,Belfast,028 9066 2366     ,00:01:24,0,0.06
Ntnl          ,2890735600,90735600/0001  ,,16/08/2006,14:28,Gilford,028 3883 1253     ,00:01:09,0,0.095
Local         ,2890735600,90735600/0001  ,,16/08/2006,14:29,Belfast,028 9024 1818     ,00:01:32,0,0.065
0870 numbers      ,2890735600,90735600/0001  ,,16/08/2006,14:42,0870 Numbers,0870 9074798      ,00:00:35,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,14:49,Belfast,028 9073 5603     ,00:00:37,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,14:52,Belfast,028 9024 3686     ,00:01:10,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,14:55,Holywood,028 9042 6633     ,00:01:03,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:02,Belfast,028 9073 5603     ,00:02:07,0,0.085
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:03,Belfast,028 9073 5603     ,00:01:52,0,0.075
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:03,Belfast,028 9073 5603     ,00:01:36,0,0.065
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:05,Belfast,028 9073 5649     ,00:00:48,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:06,Belfast,028 9073 5649     ,00:01:08,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:07,Belfast,028 9073 5615     ,00:00:21,0,0.05
0845 numbers       ,2890735600,90735600/0001  ,,16/08/2006,15:11,0845 Numbers,0845 7365024      ,00:00:44,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:12,Whiteabbey,028 9085 4838     ,00:03:00,0,0.12
Mobile        ,2890735600,90735600/0001  ,,16/08/2006,15:17,Mobile Phone,07747 012191      ,00:00:30,0,0.07
Mobile        ,2890735600,90735600/0001  ,,16/08/2006,15:18,Mobile Phone,07841 560744      ,00:00:34,0,0.065
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:20,Belfast,028 9053 4333     ,00:00:03,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:20,Belfast,028 9053 4333     ,00:00:02,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:23,Newtownards,028 9181 3019     ,00:00:42,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:24,Newtownards,028 9181 3019     ,00:04:32,0,0.185
Mobile        ,2890735600,90735600/0001  ,,16/08/2006,15:28,Mobile Phone,07787 572241      ,00:00:04,0,0.05
Intnl         ,2890735600,90735600/0001  ,,16/08/2006,15:29,USA,17817492775,00:46:37,0,11.655
Intnl         ,2890735600,90735600/0001  ,,16/08/2006,15:30,USA,16175613788,00:45:41,0,11.425
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:31,Belfast,028 9038 8850     ,00:00:28,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:43,Crumlin,028 9442 3202     ,00:01:20,0,0.055
Mobile        ,2890735600,90735600/0001  ,,16/08/2006,15:44,Mobile Phone,07920 853777      ,00:00:10,0,0.05
Mobile        ,2890735600,90735600/0001  ,,16/08/2006,15:45,Mobile Phone,07747 012191      ,00:10:19,0,1.4
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:50,Belfast,028 9053 2211     ,00:01:07,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,15:52,Belfast,028 9056 0481     ,00:01:52,0,0.075
0870 numbers      ,2890735600,90735600/0001  ,,16/08/2006,15:54,0870 Numbers,0870 9074798      ,00:00:07,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,16/08/2006,15:55,0870 Numbers,0870 9074798      ,00:00:04,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,16/08/2006,15:59,Crossgar,028 4483 0091     ,00:00:53,0,0.075
Ntnl          ,2890735600,90735600/0001  ,,16/08/2006,16:01,Tyneside,0191 245 2000     ,00:00:52,0,0.07
Local         ,2890735600,90735600/0001  ,,16/08/2006,16:02,Belfast,028 9053 2236     ,00:02:44,0,0.11
Mobile        ,2890735600,90735600/0001  ,,16/08/2006,16:03,Mobile Phone,07710 082582      ,00:00:32,0,0.06
0870 numbers      ,2890735600,90735600/0001  ,,16/08/2006,16:06,0870 Numbers,0870 9074798      ,00:00:09,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,16/08/2006,16:07,London,020 7538 8230     ,00:01:56,0,0.155
0870 numbers      ,2890735600,90735600/0001  ,,16/08/2006,16:09,0870 Numbers,0870 9074798      ,00:00:03,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,16/08/2006,16:13,0870 Numbers,0870 9074798      ,00:00:02,0,0.05
Mobile        ,2890735600,90735600/0001  ,,16/08/2006,16:18,Mobile Phone,07747 012191      ,00:00:19,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,16/08/2006,16:37,London,020 7538 8230     ,00:00:23,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,16:38,Belfast,028 9062 5211     ,00:02:31,0,0.105
Local         ,2890735600,90735600/0001  ,,16/08/2006,16:38,Belfast,028 9066 6218     ,00:00:06,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,16:39,Belfast,028 9038 8850     ,00:00:37,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,16:40,Belfast,028 9032 8631     ,00:00:40,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,16:41,Belfast,028 9023 3239     ,00:00:39,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,16:43,Belfast,028 9066 7887     ,00:00:37,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,16:45,Newtownards,028 9181 2837     ,00:01:43,0,0.07
0870 numbers      ,2890735600,90735600/0001  ,,16/08/2006,16:47,0870 Numbers,0870 5860860      ,00:03:17,0,0.221
Local         ,2890735600,90735600/0001  ,,16/08/2006,16:48,Newtownards,028 9181 2837     ,00:02:53,0,0.12
Intnl         ,2890735600,90735600/0001  ,,16/08/2006,16:54,Canada,14036192125,00:01:04,0,0.27
0870 numbers      ,2890735600,90735600/0001  ,,16/08/2006,16:56,0870 Numbers,0870 7855729      ,00:03:03,0,0.206
Local         ,2890735600,90735600/0001  ,,16/08/2006,17:07,Belfast,028 9044 2429     ,00:00:33,0,0.05
Local         ,2890735600,90735600/0001  ,,16/08/2006,17:12,Belfast,028 9044 2429     ,00:00:57,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,06:54,Belfast,028 9053 4555     ,00:03:38,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,06:58,Belfast,028 9053 4555     ,00:00:41,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,07:04,Belfast,028 9053 4555     ,00:00:21,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,07:05,Belfast,028 9053 4555     ,00:00:13,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,08:05,Belfast,028 9026 8828     ,00:00:15,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,08:17,Mobile Phone,07909 994990      ,00:00:17,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,08:18,Belfast,028 9026 8828     ,00:03:05,0,0.125
Local         ,2890735600,90735600/0001  ,,17/08/2006,08:22,Newtownards,028 9181 9626     ,00:01:35,0,0.065
0845 numbers       ,2890735600,90735600/0001  ,,17/08/2006,08:45,0845 Numbers,0845 7365024      ,00:00:29,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,09:05,Belfast,028 9054 2295     ,00:02:53,0,0.12
0870 numbers      ,2890735600,90735600/0001  ,,17/08/2006,09:08,0870 Numbers,0870 5860860      ,00:05:44,0,0.386
Local         ,2890735600,90735600/0001  ,,17/08/2006,09:16,Comber,028 9187 8956     ,00:00:07,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,09:25,Londonderry,028 7134 3923     ,00:02:28,0,0.2
Local         ,2890735600,90735600/0001  ,,17/08/2006,09:38,Comber,028 9187 8956     ,00:02:30,0,0.1
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,09:42,Mobile Phone,07831 778506      ,00:00:18,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,09:43,Omagh,028 8224 0044     ,00:00:49,0,0.07
Local         ,2890735600,90735600/0001  ,,17/08/2006,09:43,Belfast,028 9024 3686     ,00:01:51,0,0.075
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,09:46,Limavady,028 7772 2366     ,00:00:04,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,09:48,Londonderry,028 7134 3923     ,00:01:27,0,0.12
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,09:48,Limavady,028 7772 2366     ,00:00:10,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,09:53,Dungannon,028 8772 9787     ,00:01:14,0,0.1
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,10:02,Mobile Phone,07918 086347      ,00:00:11,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,10:03,Belfast,028 9030 1188     ,00:00:27,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,10:10,,28902306966,00:01:18,0,0.055
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,10:25,Crossmaglen,028 3086 0202     ,00:00:21,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,10:26,Belfast,028 9038 8850     ,00:02:29,0,0.1
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,10:26,Crossmaglen,028 3086 8154     ,00:04:32,0,0.365
Intnl         ,2890735600,90735600/0001  ,,17/08/2006,10:30,Australia,61733038444,00:00:18,0,0.15
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,10:31,Gilford,028 3883 1022     ,00:00:43,0,0.06
Local         ,2890735600,90735600/0001  ,,17/08/2006,10:34,Belfast,028 9080 8777     ,00:01:41,0,0.07
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,10:42,Mobile Phone,07968 185481      ,00:00:25,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,10:46,Holywood,028 9042 5859     ,00:02:58,0,0.12
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,10:49,Mobile Phone,07917 733357      ,00:00:48,0,0.11
Local         ,2890735600,90735600/0001  ,,17/08/2006,10:50,Bangor NI,028 9145 9576     ,00:01:27,0,0.06
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,10:51,Mobile Phone,07920 187555      ,00:02:50,0,0.385
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,10:54,Gilford,028 3883 1022     ,00:08:32,0,0.685
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,10:59,Mobile Phone,07841 585975      ,00:09:21,0,1.03
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,11:03,Limavady,028 7772 2366     ,00:00:11,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,11:04,Belfast,028 9080 8777     ,00:00:20,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,11:04,Millisle,028 9186 1499     ,00:00:03,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,11:05,Mobile Phone,07706 211543      ,00:02:00,0,0.22
Local         ,2890735600,90735600/0001  ,,17/08/2006,11:05,Ballyclare,028 9332 2184     ,00:01:11,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,11:08,Millisle,028 9186 1499     ,00:00:02,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,11:08,Mobile Phone,07706 211543      ,00:00:24,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,11:13,Mobile Phone,07835 893447      ,00:01:17,0,0.145
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,11:15,Downpatrick,028 4461 1483     ,00:00:02,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,11:16,Cookstown,028 8676 3601     ,00:02:44,0,0.22
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,11:23,Downpatrick,028 4461 9000     ,00:01:23,0,0.115
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,11:25,Mobile Phone,07841 560744      ,00:01:10,0,0.13
Local         ,2890735600,90735600/0001  ,,17/08/2006,11:27,Belfast,028 9065 5388     ,00:00:19,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,11:27,Mobile Phone,07747 012191      ,00:00:54,0,0.125
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,11:28,Mobile Phone,07920 187555      ,00:06:29,0,0.88
Local         ,2890735600,90735600/0001  ,,17/08/2006,11:28,Dundonald,028 9048 8960     ,00:00:58,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,11:31,Mobile Phone,07879 810267      ,00:00:25,0,0.06
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,11:32,Mobile Phone,07879 810567      ,00:01:02,0,0.14
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,11:35,Crossmaglen,028 3086 8366     ,00:02:13,0,0.18
Local         ,2890735600,90735600/0001  ,,17/08/2006,11:41,Belfast,028 9024 2111     ,00:04:47,0,0.195
Local         ,2890735600,90735600/0001  ,,17/08/2006,11:43,Holywood,028 9042 6633     ,00:00:55,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,11:46,Crossgar,028 4483 1950     ,00:01:18,0,0.105
Local         ,2890735600,90735600/0001  ,,17/08/2006,11:46,Belfast,028 9077 0037     ,00:00:18,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,11:47,Downpatrick,028 4461 1483     ,00:00:04,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,11:48,Newtnhamltn,028 3087 8243     ,00:00:49,0,0.07
Local         ,2890735600,90735600/0001  ,,17/08/2006,11:50,Newtownards,028 9181 1538     ,00:01:45,0,0.07
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,11:52,Mobile Phone,07917 733357      ,00:01:11,0,0.165
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,11:54,Mobile Phone,07831 460005      ,00:00:53,0,0.12
Intnl         ,2890735600,90735600/0001  ,,17/08/2006,12:00,Germany,4.96976E+11,00:00:46,0,0.23
Local         ,2890735600,90735600/0001  ,,17/08/2006,12:00,Donaghadee,028 9188 3603     ,00:04:19,0,0.175
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:04,Crossmaglen,028 3086 0257     ,00:00:26,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:06,Crossmaglen,028 3086 8722     ,00:01:10,0,0.095
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:08,Crossmaglen,028 3086 8324     ,00:00:20,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:11,Crossmaglen,028 3086 1378     ,00:01:12,0,0.1
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:13,Thornhill(S),01786 850493      ,00:00:57,0,0.08
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:14,Crossmaglen,028 3086 1212     ,00:00:08,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,17/08/2006,12:15,0870 Numbers,0870 9074798      ,00:06:09,0,0.414
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:15,Crossmaglen,028 3086 0086     ,00:00:05,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:15,Dungannon,028 8772 9787     ,00:01:10,0,0.095
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,12:15,Mobile Phone,07831 460005      ,00:07:22,0,1
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:17,Crossmaglen,028 3086 1535     ,00:01:59,0,0.16
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:19,Crossmaglen,028 3086 1273     ,00:00:24,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:21,Crossmaglen,028 3086 0508     ,00:00:06,0,0.05
Intnl         ,2890735600,90735600/0001  ,,17/08/2006,12:21,Ireland Rep,35316292141,00:00:31,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:22,Crossmaglen,028 3086 0505     ,00:01:03,0,0.085
Local         ,2890735600,90735600/0001  ,,17/08/2006,12:29,Belfast,028 9024 3686     ,00:01:03,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,12:32,Belfast,028 9038 8800     ,00:02:15,0,0.09
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,12:36,Mobile Phone,07775 530532      ,00:06:46,0,0.92
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,12:52,Mobile Phone,07788 552502      ,00:00:10,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,12:57,Gilford,028 3883 1022     ,00:02:14,0,0.18
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,13:13,Mobile Phone,07920 187555      ,00:02:07,0,0.29
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,13:18,Gilford,028 3883 1022     ,00:00:54,0,0.075
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,13:25,Mobile Phone,07920 186336      ,00:00:10,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,13:26,Mobile Phone,07920 187555      ,00:02:29,0,0.34
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,13:46,Downpatrick,028 4461 1483     ,00:00:03,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,13:49,Mobile Phone,07748 475552      ,00:00:38,0,0.09
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,13:50,Seaforde,028 4481 1685     ,00:01:50,0,0.15
Local         ,2890735600,90735600/0001  ,,17/08/2006,13:55,Belfast,028 9053 4160     ,00:00:14,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,15:00,Downpatrick,028 4461 1483     ,00:03:00,0,0.24
0870 numbers      ,2890735600,90735600/0001  ,,17/08/2006,15:23,0870 Numbers,0870 7208710      ,00:00:46,0,0.052
Ntnl          ,2890735600,90735600/0001  ,,17/08/2006,15:28,Portadown,028 3833 7333     ,00:00:13,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,15:29,Belfast,028 9045 7556     ,00:00:48,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,15:30,Mobile Phone,07920 832227      ,00:00:42,0,0.095
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,15:54,Mobile Phone,07920 832227      ,00:02:38,0,0.36
Local         ,2890735600,90735600/0001  ,,17/08/2006,16:03,Belfast,028 9045 6456     ,00:00:18,0,0.05
Local         ,2890735600,90735600/0001  ,,17/08/2006,16:08,Ballynahinch,028 9756 2365     ,00:02:47,0,0.115
Local         ,2890735600,90735600/0001  ,,17/08/2006,16:12,Belfast,028 9042 8600     ,00:01:47,0,0.075
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,16:15,Mobile Phone,07880 504469      ,00:00:40,0,0.095
Local         ,2890735600,90735600/0001  ,,17/08/2006,16:17,Belfast,028 9087 5974     ,00:00:16,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,16:24,Mobile Phone,07920 187555      ,00:00:37,0,0.085
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,16:25,Mobile Phone,07968 185481      ,00:00:22,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,16:30,Mobile Phone,07841 560744      ,00:01:23,0,0.155
0845 numbers       ,2890735600,90735600/0001  ,,17/08/2006,16:34,0845 Numbers,0845 0141035      ,00:00:31,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,16:38,Mobile Phone,07968 185481      ,00:01:24,0,0.165
Local         ,2890735600,90735600/0001  ,,17/08/2006,16:40,Belfast,028 9026 8828     ,00:00:01,0,0.05
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,16:49,Mobile Phone,07920 186336      ,00:02:07,0,0.29
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,16:54,Mobile Phone,07799 114030      ,00:05:14,0,0.71
Mobile        ,2890735600,90735600/0001  ,,17/08/2006,16:54,Mobile Phone,07836 790651      ,00:00:40,0,0.095
Local         ,2890735600,90735600/0001  ,,17/08/2006,17:44,Belfast,028 9034 6625     ,00:00:19,0,0.05
Intnl         ,2890735600,90735600/0001  ,,18/08/2006,08:42,Germany,4.96976E+11,00:00:54,0,0.27
Ntnl          ,2890735600,90735600/0001  ,,18/08/2006,08:42,Edinburgh,0131 655 6000     ,00:08:37,0,0.69
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,08:45,Mobile Phone,07917 544421      ,00:00:31,0,0.07
Local         ,2890735600,90735600/0001  ,,18/08/2006,08:51,Belfast,028 9044 2429     ,00:00:26,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,18/08/2006,09:09,Limavady,028 7772 2366     ,00:00:04,0,0.05
0845 numbers       ,2890735600,90735600/0001  ,,18/08/2006,09:13,0845 Numbers,0845 1231237      ,00:00:06,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,18/08/2006,09:13,London,020 7538 8230     ,00:02:46,0,0.225
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,09:14,Mobile Phone,07817 379642      ,00:02:35,0,0.305
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,09:17,Mobile Phone,07857 050147      ,00:02:41,0,0.3
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,09:21,Mobile Phone,07811 161018      ,00:01:20,0,0.16
Local         ,2890735600,90735600/0001  ,,18/08/2006,09:34,Belfast,028 9054 2295     ,00:03:04,0,0.125
0845 numbers       ,2890735600,90735600/0001  ,,18/08/2006,09:40,0845 Numbers,0845 0141035      ,00:00:09,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,18/08/2006,09:45,Newry,028 3026 4848     ,00:00:12,0,0.05
Local         ,2890735600,90735600/0001  ,,18/08/2006,09:46,Belfast,028 9077 7795     ,00:02:57,0,0.12
0870 numbers      ,2890735600,90735600/0001  ,,18/08/2006,09:47,0870 Numbers,0870 7256827      ,00:00:51,0,0.058
Local         ,2890735600,90735600/0001  ,,18/08/2006,09:51,Lisburn,028 9264 0827     ,00:10:08,0,0.41
Intnl         ,2890735600,90735600/0001  ,,18/08/2006,09:52,Germany,4.96976E+11,00:00:21,0,0.105
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,09:52,Mobile Phone,07920 832227      ,00:03:43,0,0.505
0845 numbers       ,2890735600,90735600/0001  ,,18/08/2006,09:57,0845 Numbers,0845 5842950      ,00:01:13,0,0.05
Local         ,2890735600,90735600/0001  ,,18/08/2006,10:00,Belfast,028 9077 7795     ,00:00:53,0,0.05
Intnl         ,2890735600,90735600/0001  ,,18/08/2006,10:10,Germany,4.96976E+11,00:00:56,0,0.28
Local         ,2890735600,90735600/0001  ,,18/08/2006,10:11,Belfast,028 9046 7771     ,00:00:35,0,0.05
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,10:11,Mobile Phone,07917 544440      ,00:00:12,0,0.05
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,10:16,Mobile Phone,07733 312895      ,00:00:34,0,0.08
Local         ,2890735600,90735600/0001  ,,18/08/2006,10:18,Carryduff,028 9081 5414     ,00:01:44,0,0.07
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,10:22,Mobile Phone,07745 947936      ,00:02:29,0,0.275
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,10:41,Mobile Phone,07880 504469      ,00:00:31,0,0.07
Local         ,2890735600,90735600/0001  ,,18/08/2006,10:47,Belfast,028 9046 7771     ,00:00:56,0,0.05
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,10:52,Mobile Phone,07920 187555      ,00:00:22,0,0.05
Local         ,2890735600,90735600/0001  ,,18/08/2006,10:53,Lisburn,028 9264 0827     ,00:01:14,0,0.05
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,10:58,Mobile Phone,07745 947936      ,00:02:17,0,0.255
Ntnl          ,2890735600,90735600/0001  ,,18/08/2006,11:00,S Benfleet,01268 750800      ,00:03:10,0,0.255
Local         ,2890735600,90735600/0001  ,,18/08/2006,11:10,Belfast,028 9065 4290     ,00:01:18,0,0.055
0870 numbers      ,2890735600,90735600/0001  ,,18/08/2006,11:13,0870 Numbers,0870 9074798      ,00:00:03,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,18/08/2006,11:14,0870 Numbers,0870 9074798      ,00:00:04,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,18/08/2006,11:21,0870 Numbers,0870 9074798      ,00:00:03,0,0.05
Local         ,2890735600,90735600/0001  ,,18/08/2006,11:27,Belfast,028 9054 2295     ,00:00:14,0,0.05
0870 numbers      ,2890735600,90735600/0001  ,,18/08/2006,11:31,0870 Numbers,0870 1670818      ,00:00:35,0,0.05
Local         ,2890735600,90735600/0001  ,,18/08/2006,11:36,Belfast,028 9024 1818     ,00:01:34,0,0.065
Intnl         ,2890735600,90735600/0001  ,,18/08/2006,11:37,Norway,4751005285,00:13:25,0,4.025
0870 numbers      ,2890735600,90735600/0001  ,,18/08/2006,11:48,0870 Numbers,0870 9074798      ,00:00:55,0,0.062
Intnl         ,2890735600,90735600/0001  ,,18/08/2006,11:56,Germany,4.96976E+11,00:00:46,0,0.23
Ntnl          ,2890735600,90735600/0001  ,,18/08/2006,12:05,Portrush,028 7082 5476     ,00:00:53,0,0.075
Ntnl          ,2890735600,90735600/0001  ,,18/08/2006,12:13,London,020 7538 8230     ,00:01:36,0,0.13
0870 numbers      ,2890735600,90735600/0001  ,,18/08/2006,12:16,0870 Numbers,0870 9074798      ,00:00:10,0,0.05
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,12:16,Mobile Phone,07917 544440      ,00:00:17,0,0.05
Intnl         ,2890735600,90735600/0001  ,,18/08/2006,12:23,Germany,4.96976E+11,00:01:21,0,0.405
Ntnl          ,2890735600,90735600/0001  ,,18/08/2006,12:33,Downpatrick,028 4461 1483     ,00:02:26,0,0.195
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,13:04,Mobile Phone,07880 504469      ,00:00:25,0,0.06
Local         ,2890735600,90735600/0001  ,,18/08/2006,13:05,Belfast,028 9076 5505     ,00:00:55,0,0.05
Local         ,2890735600,90735600/0001  ,,18/08/2006,13:06,Donaghadee,028 9188 3603     ,00:01:57,0,0.08
0870 numbers      ,2890735600,90735600/0001  ,,18/08/2006,13:23,0870 Numbers,0870 7067242      ,00:00:40,0,0.05
Mobile        ,2890735600,90735600/0001  ,,18/08/2006,13:24,Mobile Phone,07900 548601      ,00:00:12,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,18/08/2006,13:24,Coleraine,028 7032 8555     ,00:03:30,0,0.28
Local         ,2890735600,90735600/0001  ,,18/08/2006,13:36,Belfast,028 9032 0663     ,00:00:19,0,0.05
Local         ,2890735600,90735600/0001  ,,18/08/2006,13:36,Belfast,028 9046 7771     ,00:01:48,0,0.075
Intnl         ,2890735600,90735600/0001  ,,18/08/2006,13:41,Germany mbl,4.91737E+11,00:00:48,0,0.44
0870 numbers      ,2890735600,90735600/0001  ,,18/08/2006,13:48,0870 Numbers,0870 9074798      ,00:00:40,0,0.05
Local         ,2890735600,90735600/0001  ,,18/08/2006,13:49,Belfast,028 9069 2334     ,00:00:22,0,0.05
Local         ,2890735600,90735600/0001  ,,18/08/2006,14:01,Belfast,028 9034 6625     ,00:00:05,0,0.05
